category,sub_category,crimeaditionalinfo,processed_text
Report Unlawful Content,Ransomware Attack,"""My personal files were encrypted by ransomware, and I need help recovering them.""",person file encrypt ransomwar need help recov
Report Unlawful Content,SQL Injection,"""An SQL Injection attack on our e-commerce site has compromised customer data. We need urgent assistance to secure the site.""",sql inject attack e commerc site compromis custom data need urgent assist secur site
Report Unlawful Content,SQL Injection,"""Our database was accessed via SQL Injection, exposing sensitive information. Help is needed to close the security loophole.""",databas access via sql inject expos sensit inform help need close secur loophol
Report Unlawful Content,SQL Injection,"""Hackers exploited an SQL Injection vulnerability on our site, gaining unauthorized access to user accounts. We need immediate help to secure the system.""",hacker exploit sql inject vulner site gain unauthor access user account need immedi help secur system
Report Unlawful Content,Tampering with computer source documents,"""Someone altered the source code of our application without authorization. We need help to revert the changes.""",someon alter sourc code applic without author need help revert chang
Report Unlawful Content,Tampering with computer source documents,"""Unauthorized changes were made to our software documentation, causing issues for our team. We need help to restore the original files.""",unauthor chang made softwar document caus issu team need help restor origin file
Report Unlawful Content,Tampering with computer source documents,"""Our code repository was tampered with, and we need assistance to secure it and recover lost data.""",code repositori tamper need assist secur recov lost data
Report Unlawful Content,Data Breach/Theft,"""My credit card information was stolen after a data breach at a retailer. I need help to protect my accounts.""",credit card inform stolen data breach retail need help protect account
Report Unlawful Content,Data Breach/Theft,"""A recent data breach has exposed my personal health information. I need immediate help to address this.""",recent data breach expos person health inform need immedi help address
Report Unlawful Content,Data Breach/Theft,"""Our company’s sensitive data was leaked online after a breach. We need assistance to secure our information.""",compani sensit data leak onlin breach need assist secur inform
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our retail website is currently down due to a DDOS attack. We urgently need support to restore functionality.""",retail websit current due ddo attack urgent need support restor function
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""A sustained DDOS attack is affecting our cloud services, causing disruptions for users. We need immediate help to resolve the situation.""",sustain ddo attack affect cloud servic caus disrupt user need immedi help resolv situat
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our social media platform is facing a DDOS attack, preventing users from accessing their accounts. Assistance is needed to mitigate the attack.""",social media platform face ddo attack prevent user access account assist need mitig attack
Report Unlawful Content,Hacking/Defacement,"""My personal blog was hacked, and all my posts were deleted. I need help restoring my content.""",person blog hack post delet need help restor content
Report Unlawful Content,Hacking/Defacement,"""Our company's website was defaced with offensive messages. Urgent help is needed to correct this.""",compani websit defac offens messag urgent help need correct
Report Unlawful Content,Hacking/Defacement,"""A hacker took control of my online store and changed all the prices. I need help to regain access.""",hacker took control onlin store chang price need help regain access
Report Unlawful Content,Malware Attack,"""Our software development environment is infected with malware. We need immediate help to remove it and secure our systems.""",softwar develop environ infect malwar need immedi help remov secur system
Report Unlawful Content,Malware Attack,"""My computer has been running slowly, and I suspect malware is the cause. Assistance is needed to diagnose and remove it.""",comput run slowli suspect malwar caus assist need diagnos remov
Report Unlawful Content,Malware Attack,"""I received a suspicious email that installed malware on my system. Help is needed to clean it up.""",receiv suspici email instal malwar system help need clean
Report Unlawful Content,Ransomware Attack,"""Ransomware has encrypted the files on our server, and we cannot access them. We urgently need assistance.""",ransomwar encrypt file server cannot access urgent need assist
Report Unlawful Content,Ransomware Attack,"""Our school’s network was attacked by ransomware, locking all student records. Help is needed to recover the data.""",school network attack ransomwar lock student record help need recov data
Report Unlawful Content,Ransomware Attack,"""My files were locked by ransomware, and I need help recovering them without paying the ransom.""",file lock ransomwar need help recov without pay ransom
Report Unlawful Content,SQL Injection,"""A hacker exploited an SQL Injection vulnerability in our online system, compromising user data. Immediate assistance is required to fix the issue.""",hacker exploit sql inject vulner onlin system compromis user data immedi assist requir fix issu
Report Unlawful Content,SQL Injection,"""Our website suffered an SQL Injection attack, exposing sensitive user information. We need urgent help to secure the database.""",websit suffer sql inject attack expos sensit user inform need urgent help secur databas
Report Unlawful Content,SQL Injection,"""An SQL Injection attack on our customer portal has led to a data breach. Help is needed to close the vulnerability.""",sql inject attack custom portal led data breach help need close vulner
Report Unlawful Content,Tampering with computer source documents,"""Unauthorized changes to our software code have caused significant errors. We need help to restore the original files.""",unauthor chang softwar code caus signific error need help restor origin file
Report Unlawful Content,Tampering with computer source documents,"""Someone modified the source documents of our project, leading to confusion. Immediate assistance is required to recover the original versions.""",someon modifi sourc document project lead confus immedi assist requir recov origin version
Report Unlawful Content,Tampering with computer source documents,"""My project’s source code was tampered with, resulting in application failures. Help is needed to secure and restore it.""",project sourc code tamper result applic failur help need secur restor
Report Unlawful Content,Data Breach/Theft,"""My personal information was leaked in a data breach, leading to identity theft. I need help securing my accounts.""",person inform leak data breach lead ident theft need help secur account
Report Unlawful Content,Data Breach/Theft,"""Sensitive financial information was exposed due to a data breach at my bank. Assistance is needed to monitor for fraudulent activity.""",sensit financi inform expos due data breach bank assist need monitor fraudul activ
Report Unlawful Content,Data Breach/Theft,"""My social media account was hacked, and private messages were leaked. Help is needed to secure my account.""",social media account hack privat messag leak help need secur account
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our online service is under a DDOS attack, disrupting user access. We urgently need assistance to mitigate the impact.""",onlin servic ddo attack disrupt user access urgent need assist mitig impact
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""A sustained DDOS attack is preventing customers from using our platform. Immediate support is needed to restore service.""",sustain ddo attack prevent custom use platform immedi support need restor servic
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our online database is under a DDOS attack, making it impossible for clients to access their information. Help is required to mitigate the issue.""",onlin databas ddo attack make imposs client access inform help requir mitig issu
Report Unlawful Content,Hacking/Defacement,"""My website was hacked and defaced with political messages. I need help restoring it to its original state.""",websit hack defac polit messag need help restor origin state
Report Unlawful Content,Hacking/Defacement,"""A hacker gained access to my site and changed all the content. Urgent help is needed to recover it.""",hacker gain access site chang content urgent help need recov
Report Unlawful Content,Hacking/Defacement,"""My online portfolio was compromised by a hacker, and I need help to restore it.""",onlin portfolio compromis hacker need help restor
Report Unlawful Content,Malware Attack,"""A malware infection is causing our company systems to crash. We need immediate assistance to resolve the issue.""",malwar infect caus compani system crash need immedi assist resolv issu
Report Unlawful Content,Malware Attack,"""My device is acting strangely, and I suspect it's infected with malware. Help is needed to diagnose the problem.""",devic act strang suspect infect malwar help need diagnos problem
Report Unlawful Content,Malware Attack,"""I think malware is affecting my computer's performance. I need assistance to clean it up.""",think malwar affect comput perform need assist clean
Report Unlawful Content,Ransomware Attack,"""Our organization's data is locked due to a ransomware attack. We need help to recover it without paying the ransom.""",organ data lock due ransomwar attack need help recov without pay ransom
Report Unlawful Content,Ransomware Attack,"""Critical business data has been locked by ransomware, and we need urgent assistance to regain access.""",critic busi data lock ransomwar need urgent assist regain access
Report Unlawful Content,Ransomware Attack,"""My home computer is infected with ransomware, and I cannot access my files. Help is needed to recover them.""",home comput infect ransomwar cannot access file help need recov
Report Unlawful Content,SQL Injection,"""Our online application was attacked via SQL Injection, compromising user data. Immediate help is needed to secure it.""",onlin applic attack via sql inject compromis user data immedi help need secur
Report Unlawful Content,SQL Injection,"""An SQL Injection vulnerability was exploited, leading to unauthorized access to our database. We need assistance to fix it.""",sql inject vulner exploit lead unauthor access databas need assist fix
Report Unlawful Content,SQL Injection,"""Our website has been compromised through SQL Injection, exposing sensitive information. We need urgent help to address this issue.""",websit compromis sql inject expos sensit inform need urgent help address issu
Report Unlawful Content,Tampering with computer source documents,"""Someone has altered important source files for our project. Help is needed to restore the originals.""",someon alter import sourc file project help need restor origin
Report Unlawful Content,Tampering with computer source documents,"""Unauthorized changes to our software documentation are causing major issues. We need immediate help to correct this.""",unauthor chang softwar document caus major issu need immedi help correct
Report Unlawful Content,Tampering with computer source documents,"""I discovered that the source code for our application has been tampered with. I need assistance to recover the original version.""",discov sourc code applic tamper need assist recov origin version
Report Unlawful Content,Data Breach/Theft,"""My mobile banking app was hacked, and unauthorized transactions were made. I need help resolving this issue.""",mobil bank app hack unauthor transact made need help resolv issu
Report Unlawful Content,Data Breach/Theft,"""An employee accidentally shared sensitive company data on social media. We need help managing the fallout.""",employe accident share sensit compani data social media need help manag fallout
Report Unlawful Content,Data Breach/Theft,"""My health information was leaked from a healthcare provider's database. I need assistance to address this breach.""",health inform leak healthcar provid databas need assist address breach
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our streaming service is under a DDOS attack, preventing viewers from accessing content. Immediate help is needed.""",stream servic ddo attack prevent viewer access content immedi help need
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""A persistent DDOS attack on our forum is disrupting discussions. We need urgent assistance to stabilize the site.""",persist ddo attack forum disrupt discuss need urgent assist stabil site
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our cloud storage service is experiencing a DDOS attack that is affecting all users. We need help to mitigate it.""",cloud storag servic experienc ddo attack affect user need help mitig
Report Unlawful Content,Hacking/Defacement,"""My online store was hacked and now redirects to malicious sites. I need urgent help to restore it.""",onlin store hack redirect malici site need urgent help restor
Report Unlawful Content,Hacking/Defacement,"""Our company’s website was defaced, displaying inappropriate content. We need immediate assistance to fix this.""",compani websit defac display inappropri content need immedi assist fix
Report Unlawful Content,Hacking/Defacement,"""A hacker took over my blog and replaced all my posts. Help is needed to recover my original content.""",hacker took blog replac post help need recov origin content
Report Unlawful Content,Malware Attack,"""My work computer is running slow, and I suspect malware. I need help to remove it.""",work comput run slow suspect malwar need help remov
Report Unlawful Content,Malware Attack,"""Our network has been infected with ransomware, and we can't access important files. Immediate assistance is required.""",network infect ransomwar access import file immedi assist requir
Report Unlawful Content,Malware Attack,"""I clicked a link in an email and now my computer is acting strangely. I need help to diagnose and remove any malware.""",click link email comput act strang need help diagnos remov malwar
Report Unlawful Content,Ransomware Attack,"""Our company’s financial records were locked by ransomware, and we need urgent help to retrieve them.""",compani financi record lock ransomwar need urgent help retriev
Report Unlawful Content,Ransomware Attack,"""My files have been encrypted by ransomware, and I’m unsure how to recover them. I need assistance.""",file encrypt ransomwar unsur recov need assist
Report Unlawful Content,Ransomware Attack,"""A ransomware attack locked our project files. We need support to either recover them or find a way out.""",ransomwar attack lock project file need support either recov find way
Report Unlawful Content,SQL Injection,"""We detected an SQL Injection attack on our website, and user data may be compromised. Help is needed to secure the database.""",detect sql inject attack websit user data may compromis help need secur databas
Report Unlawful Content,SQL Injection,"""Our online portal was exploited through SQL Injection, resulting in a data breach. Immediate assistance is required to patch the vulnerability.""",onlin portal exploit sql inject result data breach immedi assist requir patch vulner
Report Unlawful Content,SQL Injection,"""Sensitive user information has been exposed due to an SQL Injection attack. We need help to secure our systems.""",sensit user inform expos due sql inject attack need help secur system
Report Unlawful Content,Tampering with computer source documents,"""I discovered unauthorized changes to our software documentation, and we need help restoring the original files.""",discov unauthor chang softwar document need help restor origin file
Report Unlawful Content,Tampering with computer source documents,"""Someone tampered with the source code of our project, leading to errors. We need assistance to revert the changes.""",someon tamper sourc code project lead error need assist revert chang
Report Unlawful Content,Tampering with computer source documents,"""Our team found discrepancies in the source files due to tampering. Help is needed to investigate and restore them.""",team found discrep sourc file due tamper help need investig restor
Report Unlawful Content,Data Breach/Theft,"""My login credentials were stolen during a data breach. I need help securing my accounts.""",login credenti stolen data breach need help secur account
Report Unlawful Content,Data Breach/Theft,"""Our business data was leaked online after a breach. We need assistance to mitigate the damage.""",busi data leak onlin breach need assist mitig damag
Report Unlawful Content,Data Breach/Theft,"""I received a notification that my personal information was compromised in a recent data breach. Help is needed to address potential identity theft.""",receiv notif person inform compromis recent data breach help need address potenti ident theft
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our charity website is facing a DDOS attack that is preventing donations. We urgently need help to resolve this.""",chariti websit face ddo attack prevent donat urgent need help resolv
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""A constant DDOS attack is disrupting our online services. Immediate support is needed to protect our users.""",constant ddo attack disrupt onlin servic immedi support need protect user
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our corporate network is under a DDOS attack, affecting all online operations. We need urgent help to stabilize the situation.""",corpor network ddo attack affect onlin oper need urgent help stabil situat
Report Unlawful Content,Hacking/Defacement,"""My personal website was hacked, and the content was altered. Help is needed to restore it to its previous state.""",person websit hack content alter help need restor previou state
Report Unlawful Content,Hacking/Defacement,"""Our organization’s website has been defaced with offensive material. We need immediate help to fix this.""",organ websit defac offens materi need immedi help fix
Report Unlawful Content,Hacking/Defacement,"""I noticed that my online portfolio was compromised and altered. Assistance is needed to recover the original content.""",notic onlin portfolio compromis alter assist need recov origin content
Report Unlawful Content,Malware Attack,"""A malware infection is affecting my home network, and I need help to remove it.""",malwar infect affect home network need help remov
Report Unlawful Content,Malware Attack,"""My smartphone is acting up, and I suspect malware may be the cause. Help is needed to secure it.""",smartphon act suspect malwar may caus help need secur
Report Unlawful Content,Malware Attack,"""I think my laptop is infected with malware from a downloaded file. I need assistance to clean it up.""",think laptop infect malwar download file need assist clean
Report Unlawful Content,Ransomware Attack,"""Our educational institution's records were locked by ransomware, and we urgently need help to regain access.""",educ institut record lock ransomwar urgent need help regain access
Report Unlawful Content,Ransomware Attack,"""I cannot access my important files due to ransomware. I need urgent help to recover them.""",cannot access import file due ransomwar need urgent help recov
Report Unlawful Content,Ransomware Attack,"""Critical data for our project is locked by ransomware, and we need immediate support to retrieve it.""",critic data project lock ransomwar need immedi support retriev
Report Unlawful Content,SQL Injection,"""We experienced an SQL Injection attack on our e-commerce site, and we suspect customer data is at risk. Help is needed to secure our database.""",experienc sql inject attack e commerc site suspect custom data risk help need secur databas
Report Unlawful Content,SQL Injection,"""Our website suffered an SQL Injection exploit, compromising sensitive information. Immediate assistance is required to close the vulnerability.""",websit suffer sql inject exploit compromis sensit inform immedi assist requir close vulner
Report Unlawful Content,SQL Injection,"""An SQL Injection attack exposed user credentials on our platform. We need help to protect our users' data.""",sql inject attack expos user credenti platform need help protect user data
Report Unlawful Content,Tampering with computer source documents,"""My team found unauthorized modifications in the source code repository. Help is needed to investigate and fix this.""",team found unauthor modif sourc code repositori help need investig fix
Report Unlawful Content,Tampering with computer source documents,"""There have been alterations in our project’s documentation that we did not authorize. We need assistance to restore the original files.""",alter project document author need assist restor origin file
Report Unlawful Content,Tampering with computer source documents,"""Someone changed critical files in our software project without permission. Help is needed to revert to the correct version.""",someon chang critic file softwar project without permiss help need revert correct version
Report Unlawful Content,Data Breach/Theft,"""My social security number was stolen in a recent data breach. I need help protecting myself from identity theft.""",social secur number stolen recent data breach need help protect ident theft
Report Unlawful Content,Data Breach/Theft,"""Our customer database was compromised, and we need assistance notifying affected individuals.""",custom databas compromis need assist notifi affect individu
Report Unlawful Content,Data Breach/Theft,"""I received an alert that my personal information was leaked due to a data breach. I need help to secure my accounts.""",receiv alert person inform leak due data breach need help secur account
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our gaming platform is experiencing a DDOS attack, affecting players' ability to connect. We need immediate help to resolve this.""",game platform experienc ddo attack affect player abil connect need immedi help resolv
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""A sustained DDOS attack is disrupting our online services. We urgently need support to stabilize the situation.""",sustain ddo attack disrupt onlin servic urgent need support stabil situat
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our website is under attack, causing outages for users. Help is needed to mitigate the DDOS attack.""",websit attack caus outag user help need mitig ddo attack
Report Unlawful Content,Hacking/Defacement,"""My business website was hacked and now shows offensive material. I need immediate help to fix it.""",busi websit hack show offens materi need immedi help fix
Report Unlawful Content,Hacking/Defacement,"""Someone hacked into our forum and altered the content. Help is needed to restore it.""",someon hack forum alter content help need restor
Report Unlawful Content,Hacking/Defacement,"""A hacker compromised our educational site, changing vital information. Immediate assistance is needed to rectify this.""",hacker compromis educ site chang vital inform immedi assist need rectifi
Report Unlawful Content,Malware Attack,"""My tablet has been acting strangely since downloading a new app. I suspect malware is involved. Help is needed to diagnose the issue.""",tablet act strang sinc download new app suspect malwar involv help need diagnos issu
Report Unlawful Content,Malware Attack,"""Our corporate network is infected with malware. I need immediate assistance to clean it up.""",corpor network infect malwar need immedi assist clean
Report Unlawful Content,Malware Attack,"""I think my device is compromised by malware, affecting its performance. Help is needed to remove it.""",think devic compromis malwar affect perform help need remov
Report Unlawful Content,Ransomware Attack,"""Our startup's database was locked by ransomware, and we urgently need assistance to regain access.""",startup databas lock ransomwar urgent need assist regain access
Report Unlawful Content,Ransomware Attack,"""I can't access my files due to a ransomware attack. Help is needed to recover them.""",access file due ransomwar attack help need recov
Report Unlawful Content,Ransomware Attack,"""We need urgent help after a ransomware attack encrypted our project files.""",need urgent help ransomwar attack encrypt project file
Report Unlawful Content,SQL Injection,"""Our website was attacked via SQL Injection, and sensitive user data is compromised. We need immediate help to secure it.""",websit attack via sql inject sensit user data compromis need immedi help secur
Report Unlawful Content,SQL Injection,"""We discovered an SQL Injection vulnerability exploited by hackers, and we need assistance to fix it.""",discov sql inject vulner exploit hacker need assist fix
Report Unlawful Content,SQL Injection,"""Our system was attacked through SQL Injection, exposing personal data. Help is needed to secure it.""",system attack sql inject expos person data help need secur
Report Unlawful Content,Tampering with computer source documents,"""Unauthorized changes were made to our project files, and we need help to investigate this tampering.""",unauthor chang made project file need help investig tamper
Report Unlawful Content,Tampering with computer source documents,"""I found alterations in our codebase that were made without permission. Assistance is needed to restore the original files.""",found alter codebas made without permiss assist need restor origin file
Report Unlawful Content,Tampering with computer source documents,"""Someone has made unauthorized changes to the source code, and we need help to revert to the correct version.""",someon made unauthor chang sourc code need help revert correct version
Report Unlawful Content,Data Breach/Theft,"""I received a notice from a retailer that my personal information was part of a data breach.""",receiv notic retail person inform part data breach
Report Unlawful Content,Data Breach/Theft,"""My credit card was used for unauthorized purchases due to a breach at a local business.""",credit card use unauthor purchas due breach local busi
Report Unlawful Content,Data Breach/Theft,"""I was informed by my bank that my account may have been compromised in a recent data breach.""",inform bank account may compromis recent data breach
Report Unlawful Content,Data Breach/Theft,"""A third-party app has exposed my personal information without my consent, and I need to report this.""",third parti app expos person inform without consent need report
Report Unlawful Content,Data Breach/Theft,"""I suspect my email was involved in a data breach, leading to a phishing attack.""",suspect email involv data breach lead phish attack
Report Unlawful Content,Denial of Service (DoS)/DDoS attacks,"""I believe our company's website is being targeted by DDoS attacks, causing significant downtime.""",believ compani websit target ddo attack caus signific downtim
Report Unlawful Content,Denial of Service (DoS)/DDoS attacks,"""Our online gaming platform is experiencing repeated interruptions due to suspected DDoS attacks.""",onlin game platform experienc repeat interrupt due suspect ddo attack
Report Unlawful Content,Denial of Service (DoS)/DDoS attacks,"""I want to report that our server has been hit with DoS attacks, disrupting our operations.""",want report server hit do attack disrupt oper
Report Unlawful Content,Denial of Service (DoS)/DDoS attacks,"""I noticed unusual traffic patterns indicating a DDoS attack on our company’s website.""",notic unusu traffic pattern indic ddo attack compani websit
Report Unlawful Content,Denial of Service (DoS)/DDoS attacks,"""My nonprofit's website has been down frequently, and I suspect a DDoS attack is the cause.""",nonprofit websit frequent suspect ddo attack caus
Report Unlawful Content,Hacking/Defacement,"""I found that my personal blog was hacked and inappropriate content was posted.""",found person blog hack inappropri content post
Report Unlawful Content,Hacking/Defacement,"""Our company’s website has been defaced, and we need to take action against the perpetrators.""",compani websit defac need take action perpetr
Report Unlawful Content,Hacking/Defacement,"""I suspect that my social media account was hacked, and I lost control of it.""",suspect social media account hack lost control
Report Unlawful Content,Hacking/Defacement,"""I want to report a case where my friend’s website was hacked and used for phishing scams.""",want report case friend websit hack use phish scam
Report Unlawful Content,Hacking/Defacement,"""There are unauthorized changes to our software application that seem to be the result of hacking.""",unauthor chang softwar applic seem result hack
Report Unlawful Content,Malware Attack,"""My computer is acting strangely, and I suspect a malware infection.""",comput act strang suspect malwar infect
Report Unlawful Content,Malware Attack,"""I downloaded software that I believe is malware and need help removing it.""",download softwar believ malwar need help remov
Report Unlawful Content,Malware Attack,"""Our office network is experiencing issues that I suspect are due to a malware attack.""",offic network experienc issu suspect due malwar attack
Report Unlawful Content,Malware Attack,"""I received an email with an attachment that installed malware on my device.""",receiv email attach instal malwar devic
Report Unlawful Content,Malware Attack,"""I want to report a website that appears to be distributing malware to visitors.""",want report websit appear distribut malwar visitor
Report Unlawful Content,Ransomware Attack,"""I received a ransom note on my computer, and important files have been encrypted.""",receiv ransom note comput import file encrypt
Report Unlawful Content,Ransomware Attack,"""Our organization is dealing with a ransomware attack that has locked critical data.""",organ deal ransomwar attack lock critic data
Report Unlawful Content,Ransomware Attack,"""My personal files were held for ransom after I clicked on a malicious link.""",person file held ransom click malici link
Report Unlawful Content,Ransomware Attack,"""I suspect that a ransomware attack is affecting our server, making files inaccessible.""",suspect ransomwar attack affect server make file inaccess
Report Unlawful Content,Ransomware Attack,"""I want to report that my family photos were encrypted by ransomware.""",want report famili photo encrypt ransomwar
Report Unlawful Content,SQL Injection,"""I suspect our online portal is vulnerable to SQL injection attacks that could compromise user data.""",suspect onlin portal vulner sql inject attack could compromis user data
Report Unlawful Content,SQL Injection,"""I noticed unusual database activity that may indicate an SQL injection attempt on our website.""",notic unusu databas activ may indic sql inject attempt websit
Report Unlawful Content,SQL Injection,"""I want to report a potential SQL injection vulnerability in our web application.""",want report potenti sql inject vulner web applic
Report Unlawful Content,SQL Injection,"""We detected unauthorized database access that seems to have occurred through SQL injection.""",detect unauthor databas access seem occur sql inject
Report Unlawful Content,SQL Injection,"""A hacker may have exploited an SQL injection flaw in our system to manipulate data.""",hacker may exploit sql inject flaw system manipul data
Report Unlawful Content,Tampering with computer source documents,"""I suspect unauthorized changes have been made to our project’s source code.""",suspect unauthor chang made project sourc code
Report Unlawful Content,Tampering with computer source documents,"""I want to report that source documents for our software were tampered with, affecting functionality.""",want report sourc document softwar tamper affect function
Report Unlawful Content,Tampering with computer source documents,"""An employee may have tampered with sensitive source documents, and we need to investigate.""",employe may tamper sensit sourc document need investig
Report Unlawful Content,Tampering with computer source documents,"""I found evidence of tampering with source code that could pose security risks.""",found evid tamper sourc code could pose secur risk
Report Unlawful Content,Tampering with computer source documents,"""There have been modifications to important project documents that I suspect were unauthorized.""",modif import project document suspect unauthor
Report Unlawful Content,Data Breach/Theft,"""I received a notification that my personal information was compromised in a data breach.""",receiv notif person inform compromis data breach
Report Unlawful Content,Denial of Service (DoS)/DDoS attacks,"""My organization is facing ongoing service disruptions due to suspected DDoS attacks.""",organ face ongo servic disrupt due suspect ddo attack
Report Unlawful Content,Hacking/Defacement,"""My blog was hacked, and inappropriate content was posted without my knowledge.""",blog hack inappropri content post without knowledg
Report Unlawful Content,Malware Attack,"""I need to report malware that was installed on my computer after opening an email attachment.""",need report malwar instal comput open email attach
Report Unlawful Content,Ransomware Attack,"""I want to report that my important documents were held for ransom.""",want report import document held ransom
Report Unlawful Content,SQL Injection,"""I suspect our database has been targeted by an SQL injection attack, compromising security.""",suspect databas target sql inject attack compromis secur
Report Unlawful Content,Tampering with computer source documents,"""Unauthorized changes were made to our software’s source code, and I need to report it.""",unauthor chang made softwar sourc code need report
Report Unlawful Content,Data Breach/Theft,"""My personal data was leaked online without my consent. I want to report this violation.""",person data leak onlin without consent want report violat
Report Unlawful Content,Data Breach/Theft,"""My credit card information was stolen from a website. I need help reporting this breach.""",credit card inform stolen websit need help report breach
Report Unlawful Content,Data Breach/Theft,"""I received a notification that my account was compromised. I need to report the breach.""",receiv notif account compromis need report breach
Report Unlawful Content,Data Breach/Theft,"""Sensitive customer data from my business was accessed without permission. I want to report this.""",sensit custom data busi access without permiss want report
Report Unlawful Content,Data Breach/Theft,"""A hacker gained access to my personal emails and shared them online. I need to report this.""",hacker gain access person email share onlin need report
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDoS) attacks,"""I believe a competitor is launching a DDoS attack against my website. I need to report this.""",believ competitor launch ddo attack websit need report
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDoS) attacks,"""Our online service has been rendered inaccessible due to a DDoS attack. We need to report this.""",onlin servic render inaccess due ddo attack need report
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDoS) attacks,"""I noticed a significant slowdown in my website due to a suspected DDoS attack. I want to report it.""",notic signific slowdown websit due suspect ddo attack want report
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDoS) attacks,"""Our gaming server is under attack, and we cannot maintain service. I need to report this incident.""",game server attack cannot maintain servic need report incid
Report Unlawful Content,Hacking/Defacement,"""My website was hacked, and offensive content was posted. I need to report this.""",websit hack offens content post need report
Report Unlawful Content,Hacking/Defacement,"""An intruder accessed my personal blog and altered its content. I want to report this.""",intrud access person blog alter content want report
Report Unlawful Content,Hacking/Defacement,"""I suspect my company's internal documents were hacked and published online. I need assistance.""",suspect compani intern document hack publish onlin need assist
Report Unlawful Content,Hacking/Defacement,"""Unauthorized individuals hacked into my forum and defaced it. I want to report this.""",unauthor individu hack forum defac want report
Report Unlawful Content,Hacking/Defacement,"""My social media account was hacked, and inappropriate content was posted. I need to take action.""",social media account hack inappropri content post need take action
Report Unlawful Content,Malware Attack,"""I downloaded a file that infected my computer with malware. I need help removing it.""",download file infect comput malwar need help remov
Report Unlawful Content,Malware Attack,"""My computer is acting strangely after visiting a website that I suspect distributed malware. I want to report it.""",comput act strang visit websit suspect distribut malwar want report
Report Unlawful Content,Malware Attack,"""I received a warning that my system is infected with malware from a recent download. I need to report this.""",receiv warn system infect malwar recent download need report
Report Unlawful Content,Malware Attack,"""I found malware installed on my device after clicking a link in an email. I need to report this.""",found malwar instal devic click link email need report
Report Unlawful Content,Ransomware Attack,"""My files are locked by ransomware, and I cannot access them. I need help dealing with this.""",file lock ransomwar cannot access need help deal
Report Unlawful Content,Ransomware Attack,"""I received a message demanding payment to unlock my files. I need to report this attack.""",receiv messag demand payment unlock file need report attack
Report Unlawful Content,Ransomware Attack,"""My organization is experiencing a ransomware attack. We need to report this immediately.""",organ experienc ransomwar attack need report immedi
Report Unlawful Content,Ransomware Attack,"""I can't access my important documents due to ransomware. I need to report this issue.""",access import document due ransomwar need report issu
Report Unlawful Content,SQL Injection,"""I discovered that my website is vulnerable to SQL injection attacks. I want to report this.""",discov websit vulner sql inject attack want report
Report Unlawful Content,SQL Injection,"""My database was compromised through SQL injection, leading to data theft. I need to report this.""",databas compromis sql inject lead data theft need report
Report Unlawful Content,SQL Injection,"""I suspect my application's login form is vulnerable to SQL injection. I want to report this issue.""",suspect applic login form vulner sql inject want report issu
Report Unlawful Content,SQL Injection,"""I found unusual database activity that indicates a SQL injection attack. I need to report it.""",found unusu databas activ indic sql inject attack need report
Report Unlawful Content,Tampering with computer source documents,"""Someone altered the source code of my software without permission. I need to report this.""",someon alter sourc code softwar without permiss need report
Report Unlawful Content,Tampering with computer source documents,"""I believe someone tampered with my application’s source documents. I need to take action.""",believ someon tamper applic sourc document need take action
Report Unlawful Content,Tampering with computer source documents,"""My project’s code repository was accessed and modified without authorization. I need to report this.""",project code repositori access modifi without author need report
Report Unlawful Content,Tampering with computer source documents,"""I found evidence that someone is tampering with the source files of my application. I want to report this.""",found evid someon tamper sourc file applic want report
Report Unlawful Content,Tampering with computer source documents,"""Someone is manipulating our software code, which could harm our project. I need to report this.""",someon manipul softwar code could harm project need report
Report Unlawful Content,Data Breach/Theft,"""My personal data was leaked online without my consent. I want to report this violation.""",person data leak onlin without consent want report violat
