category,sub_category,crimeaditionalinfo,processed_text
Online Gambling  Betting,Online Gambling  Betting,My name is Kamal Singh I am  year old nowmust be atleast  year to gambling And gambling is illeagal in Uttar Pradesh I am sorry sir I made a huge mistake In this gopunt gambling app I have lost  lac rupees in this app in last  months I have all the proof of payment Sir I am minor now they robbed me by online fraud Sir yesterday I have lost  thousand Please get the money back by getting statement of thier account and UPI Id paytm Sir please action should be taken against this fraud,name kamal singh year old nowmust atleast year gambl gambl illeag uttar pradesh sorri sir made huge mistak gopunt gambl app lost lac rupe app last month proof payment sir minor rob onlin fraud sir yesterday lost thousand pleas get money back get statement thier account upi id paytm sir pleas action taken fraud
Online Gambling  Betting,Online Gambling  Betting,"udyogam perutho oka link vachindhi nenu dhanini open chesi chusa andulo modhata elanti money kattamani cheppaledu kaanee tharvatha konchem konchem gaa money kattichukunnaru naa daggara unna money motham pay chesa naa accountlo money vesta ani veyyaledu 
dhayachesi naaku thagina nyayam cheyandi sir please",udyogam perutho oka link vachindhi nenu dhanini open chesi chusa andulo modhata elanti money kattamani cheppaledu kaane tharvatha konchem konchem gaa money kattichukunnaru naa daggara unna money motham pay chesa naa accountlo money vesta ani veyyaledu dhayachesi naaku thagina nyayam cheyandi sir pleas
Online Gambling  Betting,Online Gambling  Betting,Ye Bande voice Recording Bhi send Kari He Bol Raha He Ki Watsapp Head Office Se Baat Ker Raha He Apki Lottery Lagi He Isna Screen Shot me Number Send kara He Our Bol Raha He Ki Ispe Call Ker ke Bolo Ki Meri Lakh Ki Lottery Lagi He Bank Wale Apka Wait Ker Rahe He Our Bol Raha He Ki Mumbai State Bank Me Apka Lottery he Aap Apna Pese Call Ker Ke Le Lijiye,ye band voic record bhi send kari bol raha ki watsapp head offic se baat ker raha apki lotteri lagi isna screen shot number send kara bol raha ki isp call ker ke bolo ki meri lakh ki lotteri lagi bank wale apka wait ker rahe bol raha ki mumbai state bank apka lotteri aap apna pese call ker ke le lijiy
Online Gambling  Betting,Online Gambling  Betting,"I received a WhatsApp message from  then I want to complain about this on the national cybercrime reporting portal but before I want to confirm this is fake or real so I go to chrome and search KBC lottery ticket search and found WhatsApp number   I message them I received a message from this number and I want to confirm it is fake or real so they checked and told me this is fake and they call me video call and shows their office and turn it into voice call  ask me my mobile number and name I gave it  they send a website with a lottery number and asked me to open the link and enter the details and send a screenshot I do as they told me on this link it shows I won the lottery  I want to give  rs as tax to them and they send some receipt of challan to prove then told to do payment of  on phonePe as early I cut the call and didnt receive it
I do all the procedures to collect data for reporting cybercrime",receiv whatsapp messag want complain nation cybercrim report portal want confirm fake real go chrome search kbc lotteri ticket search found whatsapp number messag receiv messag number want confirm fake real check told fake call video call show offic turn voic call ask mobil number name gave send websit lotteri number ask open link enter detail send screenshot told link show lotteri want give rs tax send receipt challan prove told payment phonep earli cut call didnt receiv procedur collect data report cybercrim
Online Gambling  Betting,Online Gambling  Betting,"Play Store p ek app hai loan app jiska naam hai AG loan app mene use loan app s loan leya loan application mai interest rate bhut kam dekha rkha tha to mene us loan application mai pancard aadar card  or selfie de kar loan ko apply kiya loan apply hone k bad service chrge un logo n  p  days ka  laga deya or jbki app mai aesa kch ni dikha rkha tha uske bad  day bad ye log mujhe blackmail krne lage ki tumara pancard aadar card ka miss use kiya jaue ga or tumara phn b hack kiya jayega or in logo n mere phn s meri contact list nikal li or mujhe gaali di jaa rhi hai WhatsApp p daily new new no s mujhe presaan kiya jara hai or mere pancard or aadhar card ka miss use kiya jara hai please mere help ki jaye ye bhut logo k sat aesa kr rhe hai please koi action leya jaye 
AG loan app k please please ye log bhut presaan kre hai 
Or mere pancard aadhar card ka miss use kre hai
Inke no hai  
  
  
  ",play store p ek app hai loan app jiska naam hai ag loan app mene use loan app loan leya loan applic mai interest rate bhut kam dekha rkha tha mene us loan applic mai pancard aadar card selfi de kar loan ko appli kiya loan appli hone k bad servic chrge un logo n p day ka laga deya jbki app mai aesa kch ni dikha rkha tha usk bad day bad ye log mujh blackmail krne lage ki tumara pancard aadar card ka miss use kiya jaue ga tumara phn b hack kiya jayega logo n mere phn meri contact list nikal li mujh gaali di jaa rhi hai whatsapp p daili new new mujh presaan kiya jara hai mere pancard aadhar card ka miss use kiya jara hai pleas mere help ki jay ye bhut logo k sat aesa kr rhe hai pleas koi action leya jay ag loan app k pleas pleas ye log bhut presaan kre hai mere pancard aadhar card ka miss use kre hai ink hai
Online Gambling  Betting,Online Gambling  Betting,"I have purchase swing car this redapplefashion on  this is fake phone number provided not answering  Those phone number  dont trust that company

Dear  Prudhvi Raju

Your transaction with KRISHNABEN KAKADIYA was successful",purchas swing car redapplefashion fake phone number provid answer phone number dont trust compani dear prudhvi raju transact krishnaben kakadiya success
Online Gambling  Betting,Online Gambling  Betting,"We are looking for Groom for my divorcee sister Ms Kalyani  from vivah guide matrimonial site share the Biodata of a boy and on sharing our biodata she conveyed that the boys parents are interested but to share more details of a boy she said registration is must which costing  so i paid the same by phone pe then they ask more  Saying it will be refunded once the id is created for creating the id and password on site which was also paid by me through phone pe then they called up for informing about another error and demanding for more  and when I say I am not interested to move ahead and return my money  they said for cancellation they will need more  as a process Now I am stuck still the lady is calling for my decision
we asked there office address and company registration number images attached  which they had shared wrong information to us We also asked company ID card  but she denied to share us",look groom divorce sister ms kalyani vivah guid matrimoni site share biodata boy share biodata convey boy parent interest share detail boy said registr must cost paid phone pe ask say refund id creat creat id password site also paid phone pe call inform anoth error demand say interest move ahead return money said cancel need process stuck still ladi call decis ask offic address compani registr number imag attach share wrong inform us also ask compani id card deni share us
Online Gambling  Betting,Online Gambling  Betting,I raised a complaint at bank regarding deduction bank bank took my complaint make an hold over that account The concern one make me call that he would make me back the payment but still I have not got the payment,rais complaint bank regard deduct bank bank took complaint make hold account concern one make call would make back payment still got payment
Online Gambling  Betting,Online Gambling  Betting,Some one is trying to loging to my all social accounts on online shopping and Amazon flipkart meedho netmeds etc all otp are coming to my mobile number  it was happening  days serial and trying to login food delivery apps like Zomato swiggy Dominos,one tri loge social account onlin shop amazon flipkart meedho netm etc otp come mobil number happen day serial tri login food deliveri app like zomato swiggi domino
Online Gambling  Betting,Online Gambling  Betting,This is a gambling site and not a resistered company On the first page of site it shows  some jewellery product for approval of payment gateway When a user add money to wallet for shopping they called to invest the amount in colour prediction and then they block the account All the products shows out of stock every time Its server shows in china,gambl site resist compani first page site show jewelleri product approv payment gateway user add money wallet shop call invest amount colour predict block account product show stock everi time server show china
Online Gambling  Betting,Online Gambling  Betting,"
                httpsmahadevbookcom                                                                                               
                   ",httpsmahadevbookcom
Online Gambling  Betting,Online Gambling  Betting,,nan
Online Gambling  Betting,Online Gambling  Betting,"Amount credited to the number  named as Amit Sharma through fakely advertising  I have contacted Paytm customer care for the recovery of my money and they need Police Directive Funds Translate to be mailed from police authorised email id to their  email id 
  cybercellpaytmcom   for the reversal of the amount I will be very glad to you  Please provide me with the same as mentioned above 
Name Ria 
Contact number  and 
I have accidentally transferred the amount Please save others also from such kind of fake advertisement  Paytm requires Police Directive Funds Translate ",amount credit number name amit sharma fake advertis contact paytm custom care recoveri money need polic direct fund translat mail polic authoris email id email id cybercellpaytmcom revers amount glad pleas provid mention name ria contact number accident transfer amount pleas save other also kind fake advertis paytm requir polic direct fund translat
Online Gambling  Betting,Online Gambling  Betting,Ye app Googleplay par hai or illegally satta khila Raha hai pata nahi iske chakkar me kitne barbad ho gaye hai Please help Yanha bahut logo ko barbad kr diya hai isne satta khila rahe hai ye Play Store par yah app POF name se hai isko download karne ke bad WhatsApp number dete hai ye ki is par apna account ki details dete hai or us par pay karne ke bad ye is app ke wallet me paise transfer kar dete Hai,ye app googleplay par hai illeg satta khila raha hai pata nahi isk chakkar kitn barbad ho gay hai pleas help yanha bahut logo ko barbad kr diya hai isn satta khila rahe hai ye play store par yah app pof name se hai isko download karn ke bad whatsapp number dete hai ye ki par apna account ki detail dete hai us par pay karn ke bad ye app ke wallet pais transfer kar dete hai
Online Gambling  Betting,Online Gambling  Betting,,nan
Online Gambling  Betting,Online Gambling  Betting,He is calling several times and threatning and bad words he told he will abuse ny wife and also beat my son  and very harsh words which cannot be used also in this page  sir he sending messGez to my contacts,call sever time threatn bad word told abus ny wife also beat son harsh word cannot use also page sir send messgez contact
Online Gambling  Betting,Online Gambling  Betting,"Very tricky  the done as Teacher student project completion
Now asking for tax amount for Redemption


They are still alive on Wipromallin

Very tricky traps

Given minimal amounts   
Even if we want to discontinue they are not allowing us  saying after project completion only we shall


Please help me out",tricki done teacher student project complet ask tax amount redempt still aliv wipromallin tricki trap given minim amount even want discontinu allow us say project complet shall pleas help
Online Gambling  Betting,Online Gambling  Betting,"Sir
Through the Facebook Ads I was entered to these Personal First Transaction was processed and Successful 
So that I was the word of desire on them I had invested  through this But unfortunately i was realized late of threatening to get the amount from me only 

Not the process of Game to won the price money 
Request to take action and help to recover the money from the Fraud
Attached the Complete Text history with the 
Thanks in Advance",sir facebook ad enter person first transact process success word desir invest unfortun realiz late threaten get amount process game price money request take action help recov money fraud attach complet text histori thank advanc
Online Gambling  Betting,Online Gambling  Betting,google review of my shop someone gave my number or online money bar code or UPI id or money is being taken from person or book delivery is also not happening my shop details name fraud person is being done and please acton it do,googl review shop someon gave number onlin money bar code upi id money taken person book deliveri also happen shop detail name fraud person done pleas acton
Online Gambling  Betting,Online Gambling  Betting,"Sir olx par mashin sell karne ko lagaya tha us par mera ye number nikla kar mere ko massage kiya aur mere se bola mi army me job krta hu aur aap pese send karo aap credit karo pir aap acc me Balance aa jayega sir mine kar diya aur mere acc me pese aaye nhi call karne par phone nhi utha raha h vah 
Please sir help me
Fraud contact number
Sir mere se vah  bar pese Card kara h ab vah phone nhi utha raha call karne par",sir olx par mashin sell karn ko lagaya tha us par mera ye number nikla kar mere ko massag kiya aur mere se bola mi armi job krta hu aur aap pese send karo aap credit karo pir aap acc balanc aa jayega sir mine kar diya aur mere acc pese aay nhi call karn par phone nhi utha raha h vah pleas sir help fraud contact number sir mere se vah bar pese card kara h ab vah phone nhi utha raha call karn par
Online Gambling  Betting,Online Gambling  Betting,MERE ACCOUNT SE PAISE NIKAL GAYE HAI TOSHAM BRANCH KE ATM SE MAINE ISKI COMPLAINT POLICE STATION TOSHAM MAI KR DI HAI,mere account se pais nikal gay hai tosham branch ke atm se main iski complaint polic station tosham mai kr di hai
Online Gambling  Betting,Online Gambling  Betting,"I recived an whatsapp msg from  and   then they created whatsapp group by   and guide to  install an apk app by name OLC GOLD
and start treading in XPT 

Suddenly these app is unreachable from past two month
I invest total  rupees 
Please help me",reciv whatsapp msg creat whatsapp group guid instal apk app name olc gold start tread xpt suddenli app unreach past two month invest total rupe pleas help
Online Gambling  Betting,Online Gambling  Betting,I lost rs from in this type of ford trading platform since July  to feb  This is a ford trafing platform emailsupportrublktradecom please help me since July I have suffering this trading platform,lost rs type ford trade platform sinc juli feb ford trafe platform emailsupportrublktradecom pleas help sinc juli suffer trade platform
Online Gambling  Betting,Online Gambling  Betting,"Dear Sir 
 I have seen an advertisement about camera offer I have chat with the guy He gives me his number to send the money His mobile number is  His name as per phonepe is Manali Lalwani He was tells us to send the money then i have send the item to you Iam firstly Sent Rs  Then he ask me send remaining   I have sent money to him When i have sent money he was not lifting my phone 
 I have request you to please help me in this incident Sir 
         Thanking you Sir",dear sir seen advertis camera offer chat guy give number send money mobil number name per phonep manali lalwani tell us send money send item iam firstli sent rs ask send remain sent money sent money lift phone request pleas help incid sir thank sir
Online Gambling  Betting,Online Gambling  Betting,SirMam maine ek online site tiger exchange me paise deposit kiye the but ye log us paise ko ni de rhe meri id ko apni marji se use kr rhe he mere paise bhi ni diye inhone abhi tk maine abhi tk is id me  rs de chuka hu mere upar bhot karja ho gya he is id ki wjh se,sirmam main ek onlin site tiger exchang pais deposit kiy ye log us pais ko ni de rhe meri id ko apni marji se use kr rhe mere pais bhi ni diy inhon abhi tk main abhi tk id rs de chuka hu mere upar bhot karja ho gya id ki wjh se
Online Gambling  Betting,Online Gambling  Betting,A whatsApp message was received for winning a lottery of  from KBC from a WhatsApp number  In message I was asked to call on a number of Rana Pratab Singh  for lottery winning,whatsapp messag receiv win lotteri kbc whatsapp number messag ask call number rana pratab singh lotteri win
Online Gambling  Betting,Online Gambling  Betting,The person took the amount for booking some cosmetics after that she is neither responding nor picking up the callBut the person is active on her profile After paying her I have seen multiple reviews against her on YouTube and Instagram,person took amount book cosmet neither respond pick callbut person activ profil pay seen multipl review youtub instagram
Online Gambling  Betting,Online Gambling  Betting,The V football soccer betting app is scamming in india for three months It is a American based app running in india frauding people through telegram groups The V football soccer betting app made agent in different states two addressed as Dhiraj and Susan and send the  bet team asked to add money  They recommend the team to add money for profits Now it stopped all the withdrawal process And no response come from the agent,v footbal soccer bet app scam india three month american base app run india fraud peopl telegram group v footbal soccer bet app made agent differ state two address dhiraj susan send bet team ask add money recommend team add money profit stop withdraw process respons come agent
Online Gambling  Betting,Online Gambling  Betting,Dear sir I not apply any loan from this cash now app company they sent amount rs on    in my account SBI Bank account no  IFC CODE SBIN BIBLE HOUSE RP ROAD SECUNDERABAD TELANGANA and asking repay amount rs already informed them I dont want loan from your company not lessening so many times I called them not lifting call no reply on whats app my address     bansilalpet Secunderabad Telangana my phone number              Cash now loan app company phone number,dear sir appli loan cash app compani sent amount rs account sbi bank account ifc code sbin bibl hous rp road secunderabad telangana ask repay amount rs alreadi inform dont want loan compani lessen mani time call lift call repli what app address bansilalpet secunderabad telangana phone number cash loan app compani phone number
Online Gambling  Betting,Online Gambling  Betting,"ONE APPLICATION WAS AVAILABLE TO DOWNLOAD VIA THE NAME
 SHAREHASH  WHICH OFFERS TO INVEST MONEY IN THEIR MINING
MACHINE THEY HAVE THEIR VERIFICATION PROCESS BY UIDAI
AADHAR APPLICATION OTP I HAVE TRANSFERRED THE AMOUNT TO
THEIR MOBILE APPLE USING MY CREDIT CARDS THEY ROUTED THE
MONEY THROUGH PAYU GURUGRAM GATEWAY",one applic avail download via name sharehash offer invest money mine machin verif process uidai aadhar applic otp transfer amount mobil appl use credit card rout money payu gurugram gateway
Online Gambling  Betting,Online Gambling  Betting,"His mobile no 
Second mobile no 

Us ne khaa ki wo ek lic adviser h or ek link bheji jab us link par click kiya to phone  hang ho gya  fir kuch der bad phonepy se rupye niklne ka message aaya esaa se tode der baad fir huaa",mobil second mobil us ne khaa ki wo ek lic advis h ek link bheji jab us link par click kiya phone hang ho gya fir kuch der bad phonepi se rupy nikln ka messag aaya esaa se tode der baad fir huaa
Online Gambling  Betting,Online Gambling  Betting,Ek farzi loan company ne mujhe link bhejiusme maine open kr liya galti se uss comany ka naam cash advance haiunhone mera phone hack krke meri contact list photo sb access kr li jisme adhar card pan card sab chura liyeab wo unka miss use karke mujhe black mail kar rahe hunke pass mera sara data save haicomapny ka naam CASH ADVANCE hai,ek farzi loan compani ne mujh link bhejiusm main open kr liya galti se uss comani ka naam cash advanc haiunhon mera phone hack krke meri contact list photo sb access kr li jism adhar card pan card sab chura liyeab wo unka miss use kark mujh black mail kar rahe hunk pass mera sara data save haicomapni ka naam cash advanc hai
Online Gambling  Betting,Online Gambling  Betting,MY ID AADHAR CARD  PAN CARD MISUSING BY OTHER PERSON MOB NO  HAVE BEEN CREATE DHANI ONE FREEDOM CARD ONLINE SHOPING BILL NEAR ABOUT  RUPEES THEN COMPANY MEMBER FORCED TO ME BILL PAYMENT I HAVE NO  ANY  THIS CARD ME  MY FAMILY PERSON MY IDENTITY CARD MISUSE BY OTHER PERSON HE HAS CHEATING TO ME PLEASE HELP  SAFE TO ME  FINANCIALLY FRAUD,id aadhar card pan card misus person mob creat dhani one freedom card onlin shope bill near rupe compani member forc bill payment card famili person ident card misus person cheat pleas help safe financi fraud
Online Gambling  Betting,Online Gambling  Betting,Sir my self punith kumar fron narayanaguda i have reciving call to pay loan of  since day i have not taken the loan from any online they are call to the family members and texting  in WhatsApp  and using abusive language they are calling to all my contact list which are in my phone they are have all my dct they are blackmailing me in WhatsApp sir plz look into this prblm my number  plz stop these fraud calls,sir self punith kumar fron narayanaguda reciv call pay loan sinc day taken loan onlin call famili member text whatsapp use abus languag call contact list phone dct blackmail whatsapp sir plz look prblm number plz stop fraud call
Online Gambling  Betting,Online Gambling  Betting,"There is a channel name hindi hd movies  which is giving ipad iphone and Android tablets at the price of  rupee 
There are some fake proof of delivery of products
 They orderd my product via Amazon using American express card with an advance payment of  rupees
Then i send  rupees when i get order details
Suddenly all the chats were removed for both sides and when i try to contact venom custom they blocked me",channel name hindi hd movi give ipad iphon android tablet price rupe fake proof deliveri product orderd product via amazon use american express card advanc payment rupe send rupe get order detail suddenli chat remov side tri contact venom custom block
Online Gambling  Betting,Online Gambling  Betting,"I am Adv Yash Patel my contact  i have send lakh rupees to MAHADEV book COMPANY on  to below mentioned ac WHILE NOW THEY ARE NOT RETURNING ME AT ALL AND BEFORE FEW DAYS I HAVE DONE COMPLAINS TO ALMOST ADMINS OF THE COMPANY AND ATTACHING ALL PROOF OF
 Requesting money
tippers of telegram and there instagram user id and facebook id
 Whatsup clip of fraud
 All the guarantor of company are not replying
 Admins are ignoring
Etc
I HAVE TO TAKE  FROM MAHADEV BOOK THEY ARE DENIEING ME AND I HAVE ATTACHEDATTACHMENT   ALL LEGAL DOUCMENTS BELOW WITH FIR
AFFIDAVIT 
FIR
 
WHATUP CHATS 
        
There are many contacts which I have attachedattachmen  with telegram channel link the gurrenters link below
I REQUEST TO shut DOWN ALL THE ABOVE MENTIONED MOBILE NUMBERS AND WHATSUPs AND ALSO REQUESTS TO TAKE STRICT LEGAL DECISIONS AGAINST THE MAHADEV BOOK AND EVERY PEOPLE WHO ARE AFFILITED WITH THIS 
THERE ARE MANY BOLLYYWOOD STARS WHO HAVE DONE PROMOTIOS AND TAKEN GURRENTY OF THE MAHADEV COMPANY WHO ARE AFFILAATED OR HAVING PATNERSHIP WITH THE MAHADEV BOOK I REQUEST TO TAKE LEGAL DECISION AGAINST THEM AND ALSO I HAVE MENTIONED IT IN FIR
THERE ARE ALSO FEW TELEGRAM BIG FAMED NAMES people whos money is pending in mahadev book
Thanks again reqest to restrict ban whatsup and banks also I have shared some private details of owner below",adv yash patel contact send lakh rupe mahadev book compani mention ac return day done complain almost admin compani attach proof request money tipper telegram instagram user id facebook id whatsup clip fraud guarantor compani repli admin ignor etc take mahadev book deni attachedattach legal doucment fir affidavit fir whatup chat mani contact attachedattachmen telegram channel link gurrent link request shut mention mobil number whatsup also request take strict legal decis mahadev book everi peopl affilit mani bollyywood star done promotio taken gurrenti mahadev compani affila patnership mahadev book request take legal decis also mention fir also telegram big fame name peopl who money pend mahadev book thank reqest restrict ban whatsup bank also share privat detail owner
Online Gambling  Betting,Online Gambling  Betting,Online fruad my money is missing converted Amazon pay coupons but we have already redeem vochers sir please my is money is return I have faced so many financial problems plz send my money returned sir,onlin fruad money miss convert amazon pay coupon alreadi redeem vocher sir pleas money return face mani financi problem plz send money return sir
Online Gambling  Betting,Online Gambling  Betting,"There is a application on Google Play Store named KOKO Loan app and I have downloaded the app on  just for checking my eligibility but I have not taken any loan from the application
Today on  i have received a whatsapp msg that i have taken loan of amount  and that loan Is overdue with  days and now I need to pay  rs for closing my loan
They have been hacked my contact list and threating me to expose that i am an defaulter with my friends and family in my contact
They are harassing me too much with different numbers on WhatsApp and calling me continuously for repayment
When I told them that i have not taken any  loan from app and i asked them for loan aggriment they are just saying that we have received your refrence from application and we are from recovery department
I have attached all the screen shot of whatsapp chat

Please look into this and help me out of this",applic googl play store name koko loan app download app check elig taken loan applic today receiv whatsapp msg taken loan amount loan overdu day need pay rs close loan hack contact list threat expos default friend famili contact harass much differ number whatsapp call continu repay told taken loan app ask loan aggriment say receiv refrenc applic recoveri depart attach screen shot whatsapp chat pleas look help
Online Gambling  Betting,Online Gambling  Betting,I have created account first I got some money but they started to loot the money to complete the task and now it increased to  and they still asking more money to complete the task so I checked in YouTube and contacted this cybercrime,creat account first got money start loot money complet task increas still ask money complet task check youtub contact cybercrim
Online Gambling  Betting,Online Gambling  Betting,Fcb footbal is gaming app  they asked to deposit money for betting now from  they closed the app money deposited to the account is not returned I lost around  depositing to different accounts given in this app Pls block the account yes Bank,fcb footbal game app ask deposit money bet close app money deposit account return lost around deposit differ account given app pl block account ye bank
Online Gambling  Betting,Online Gambling  Betting,I got a call on my watsapp number I received and some naked video played and after some time I got blackmailing massages that if you will not pay we will send it to everyone and she actually send it to my facebook friends,got call watsapp number receiv nake video play time got blackmail massag pay send everyon actual send facebook friend
Online Gambling  Betting,Online Gambling  Betting,"Respected sir
I want to inform you about a scam that has been gaining momentum of fcbcom and it s fcb application  that I have invested a sum of  rs in fcbcom they stopped  withdrawal and me to deposit more money Or likho jo be humare sath hua ",respect sir want inform scam gain momentum fcbcom fcb applic invest sum rs fcbcom stop withdraw deposit money likho jo humar sath hua
Online Gambling  Betting,Online Gambling  Betting,I tried to book ticket on travolook site from Delhi to Mumbai on  but my ticket was not booked and my money was deducted I tried to call them several times and they always give next date and till now it has not been creditedThey have received the money I confirmed this from NPCI  Later on I found in net that my customers have lost their money while booking their ticket through this siteMy ref no is REF Please help me in getting my money back I have their call recording and replies also,tri book ticket travolook site delhi mumbai ticket book money deduct tri call sever time alway give next date till creditedthey receiv money confirm npci later found net custom lost money book ticket sitemi ref ref pleas help get money back call record repli also
Online Gambling  Betting,Online Gambling  Betting,"Respected sir
 I spend some money to online doubling But after sometime they are asking more money for some extra extra charges sir I asked my amount only but they refused to send back and they will ask some new new charges",respect sir spend money onlin doubl sometim ask money extra extra charg sir ask amount refus send back ask new new charg
Online Gambling  Betting,Online Gambling  Betting,SIR ROHIT AND KRISHNA NE SHARE MARKET MAIN RECOMMENDATION KE NAAM PAR  RUPEE KHATAM KARA DIYE AUR KUCH RUPEE MANGA LIYE BINA ACCEPTANCE KE PRARTHI KA SHARE BECH KAR NIFTI KHARID KAR NUKSAAN KARA DIYA AUR FEES KE NAAM PAR  RUPEE VASUL LIYE,sir rohit krishna ne share market main recommend ke naam par rupe khatam kara diy aur kuch rupe manga liy bina accept ke prarthi ka share bech kar nifti kharid kar nuksaan kara diya aur fee ke naam par rupe vasul liy
Online Gambling  Betting,Online Gambling  Betting,"I m huge lost my money i m from poor family  i m addicted that froad game few days month i never know what we did im innocent i assumed my money become double family condition so weaker lower salary  more need that reason I m huge lost  
I goted suspect number all details in my transactions report 
Chinmayakumar Biswal that name 
Three types number they use
Suspected number 




 Upi id paytm
I hav all transactions screenshot evidence proof plz  help me",huge lost money poor famili addict froad game day month never know im innoc assum money becom doubl famili condit weaker lower salari need reason huge lost gote suspect number detail transact report chinmayakumar biswal name three type number use suspect number upi id paytm hav transact screenshot evid proof plz help
Online Gambling  Betting,Online Gambling  Betting,"The candidate is calling Back to Back to me and My sister

Please do the needful ASAP

Stop this Concern from our end we are getting headache and not able to concentrate on our Official work He is Taking all Our Family Members Names and Calling them and Asking to do the payment",candid call back back sister pleas need asap stop concern end get headach abl concentr offici work take famili member name call ask payment
Online Gambling  Betting,Online Gambling  Betting,Received the phone call asking for ATM card information Please help identify it as i worried about this call I see they are asking for bank details to get all the money to be transferred from one account to their by hacking And this number shows in true caller as spam number with name of my Jaanu Kumari,receiv phone call ask atm card inform pleas help identifi worri call see ask bank detail get money transfer one account hack number show true caller spam number name jaanu kumari
Online Gambling  Betting,Online Gambling  Betting,"The channel is in the name of Vihaan book these prople has done done fraud with me and my freinds too they told us that if we give them k rs so they would be giving k virtual coins which wil we can wwithdraw as a real money they are giving this offer due to their anniversary but after getting money the did not returned the money total amount they have taken is about k rs and there many peoples too who are victim of this books fraud but are not able to come in front and  raise a voice
this book is included in online gambling services  and fraud services they just took the money of people 
I request you to please cease their account and block their telegram channel and wttsapp no and close their book of gambling 

I am a student by mistake i got into this due to need of money to pay college expenses as i am currently jobless now i have lost more than k rs and these peoples are not giving it to me back they are saying do whatever you can no one can do nothing to them",channel name vihaan book propl done done fraud freind told us give k rs would give k virtual coin wil wwithdraw real money give offer due anniversari get money return money total amount taken k rs mani peopl victim book fraud abl come front rais voic book includ onlin gambl servic fraud servic took money peopl request pleas ceas account block telegram channel wttsapp close book gambl student mistak got due need money pay colleg expens current jobless lost k rs peopl give back say whatev one noth
Online Gambling  Betting,Online Gambling  Betting,Frod kar ke Paisa le liya uske bad phone karne ke bad bola product bhej dunga uske bad mere se paisa account me lalch de ke Paisa account me dalwa liya our bola ki tumra Paisa nahi denge tume Jo karna hai wo kar le uske bad number block kar diya,frod kar ke paisa le liya usk bad phone karn ke bad bola product bhej dunga usk bad mere se paisa account lalch de ke paisa account dalwa liya bola ki tumra paisa nahi deng tume jo karna hai wo kar le usk bad number block kar diya
Online Gambling  Betting,Online Gambling  Betting,In oct  i had come to know a online gaming platform named winmoney Store i join that game as many other friends are playing it i added money into that account and playing it from  month and when i come to know about they are illegal platform i withdraw my money but they denied my withdrawal and asking me to add more money after adding money they terminate my account and block me from all source of contact Thousand of people are victim of that platform they are running on telegram and whatsapp,oct come know onlin game platform name winmoney store join game mani friend play ad money account play month come know illeg platform withdraw money deni withdraw ask add money ad money termin account block sourc contact thousand peopl victim platform run telegram whatsapp
Online Gambling  Betting,Online Gambling  Betting,"sir isne mere saath fraud kiya hai
iski phle bhi ek id ban ho chuki hai 
please sir arrest this men 
sir sbhi ko bewkoof banata hai yai instagram page wala sir isko jail main bhej dena sir
mere jaise kitno ko luta hoga isne",sir isn mere saath fraud kiya hai iski phle bhi ek id ban ho chuki hai pleas sir arrest men sir sbhi ko bewkoof banata hai yai instagram page wala sir isko jail main bhej dena sir mere jais kitno ko luta hoga isn
Online Gambling  Betting,Online Gambling  Betting,This site is claiming to produce money on purchase of movies After purchasing the movie amount is not recovering I had bought movie named RAES at rs  I am earning everyday on site but this is not being credited into my bank,site claim produc money purchas movi purchas movi amount recov bought movi name rae rs earn everyday site credit bank
Online Gambling  Betting,Online Gambling  Betting,Sir mene game me phone pe ke madhyam se  ka transaction kiya tha jiska amount mere khate se kat gaya or game wallet me add nahi huaa jiska UTR no sir please refund Kara dijiye or jiski uchit khanch karakar mera pesa refund Karane ki krapa karen thankyou,sir mene game phone pe ke madhyam se ka transact kiya tha jiska amount mere khate se kat gaya game wallet add nahi huaa jiska utr sir pleas refund kara dijiy jiski uchit khanch karakar mera pesa refund karan ki krapa karen thankyou
Online Gambling  Betting,Online Gambling  Betting,"fake digital promotion 
ask payment and then after payment block and abuse in bad language 
he shows that he is a digital promotor in you tube and social media platforms 

pehle ye fake screenshot dhikata ki ham ye ye kam kar chuke h fir baad jhute promise karta hai or paise le leta h or jab time hone baad puchte h ki kaam hogya to gaali deke block kr deta h or fir call kare to or gaaliya deta h iske phn no   
please i request you to go through this stop him to make more people fool iam a student barely save money and i dont want any other students money wasted",fake digit promot ask payment payment block abus bad languag show digit promotor tube social media platform pehl ye fake screenshot dhikata ki ham ye ye kam kar chuke h fir baad jhute promis karta hai pais le leta h jab time hone baad pucht h ki kaam hogya gaali deke block kr deta h fir call kare gaaliya deta h isk phn pleas request go stop make peopl fool iam student bare save money dont want student money wast
Online Gambling  Betting,Online Gambling  Betting,Some of android app has hacked my google account and get my all contact details and important document and now they are sending whatsapp massage to my contact and telling that i am fraud massages are received by mobile no  and  they are trying to infamous Dudious me requesting you to ban them for sending this king of silly massages,android app hack googl account get contact detail import document send whatsapp massag contact tell fraud massag receiv mobil tri infam dudiou request ban send king silli massag
